"job_id","job_title","job_location","job_schedule_type","salary_year_avg","job_posted_date","company_name"
1301761,"Business Data Analyst","Anywhere","Full-time","62500.0","2023-06-20","Kaye/Bassman International"
43776,"Data Analyst","Anywhere","Full-time","62500.0","2023-05-24","Kaye/Bassman International"
553921,"Supply Chain Data Integrity Analyst","Anywhere","Full-time","62500.0","2023-12-03","Get It Recruit - Transportation"
634102,"Data Processing and Reporting Analyst","Anywhere","Full-time","62000.0","2023-09-08","Get It Recruit - Information Technology"
272662,"Business Intelligence Engineer","Anywhere","Contractor","62000.0","2023-05-31","Neurons Lab"
955933,"Freelance Online Data Analyst","Anywhere","Full-time and Contractor","60500.0","2023-11-15","Get It Recruit - Information Technology"
1579976,"Freelance Online Data Analyst","Anywhere","Full-time and Contractor","60500.0","2023-11-02","Get It Recruit - Information Technology"
286007,"Data Analyst","Anywhere","Full-time","60000.0","2023-08-20","Get It Recruit - Information Technology"
616124,"Junior Data Analyst","Anywhere","Full-time","60000.0","2023-09-16","Get It Recruit - Finance"
212308,"Data Analyst","Anywhere","Full-time","60000.0","2023-10-10","El Buen Samaritano"
179907,"Data Analyst - Payroll Operations","Anywhere","Full-time","60000.0","2023-10-10","Get It Recruit - Information Technology"
697068,"Remote Data Analyst","Anywhere","Full-time","60000.0","2023-05-12","Kaye/Bassman International, Corp."
1009250,"Full-time / Financial Data Analyst (Remote)","Anywhere","Full-time","60000.0","2023-05-18","eStaffing Inc."
1431520,"Entry Level Data Analyst","Anywhere","Full-time","60000.0","2023-01-18","Jumpvine"
758435,"HR Data Analyst","Anywhere","Full-time","60000.0","2023-02-25","SHI International Corp."
333817,"Admissions & Recruitment Business Data Analyst (Hybrid-80% remote)","Anywhere","Full-time","60000.0","2023-12-07","University of North Texas Health Science Center"
1138427,"Data Science Analyst I","Anywhere","Full-time","60000.0","2023-07-24","Aflac, Incorporated"
163009,"Social Media Data Analyst","Anywhere","Full-time","60000.0","2023-08-20","Get It Recruit - Marketing"
143739,"Junior Data Analyst","Anywhere","Full-time","60000.0","2023-05-31","TalentKompass Deutschland"
1424729,"Atmospheric Scientist/Data Analyst","Anywhere","Full-time","60000.0","2023-03-23","BLUE STORM ASSOCIATES INC"
719006,"Data Analyst - Call Center","Anywhere","Full-time","59500.0","2023-12-22","Suncoast Credit Union"
1117967,"HR Data Analyst- REMOTE","Anywhere","Full-time","59000.0","2023-01-18","Ryder System"
489565,"HR Data Analyst- REMOTE","Anywhere","Full-time","59000.0","2023-01-04","Ryder System"
863378,"Remote Data Analyst Consultant","Anywhere","Full-time","58000.0","2023-02-07","Insight Global"
1091264,"Logistics Data Analyst (Remote Friendly)","Anywhere","Full-time","58000.0","2023-06-19","Webstaurant Store"
1635949,"Remote Data Analyst II","Anywhere","Full-time","57500.0","2023-10-23","Get It Recruit - Information Technology"
441975,"Data Analyst I","Anywhere","Full-time","57500.0","2023-11-20","FiberFirst"
785489,"Data Management Analyst- Remote","Anywhere","Full-time","57500.0","2023-09-28","Stafford Consulting Company, Inc."
346462,"Remote Data Analyst II","Anywhere","Full-time","57500.0","2023-10-26","The Difference Card"
739541,"Healthcare Data SAS Analyst I","Anywhere","Full-time","57300.0","2023-07-14","Ascendo Resources"
1598725,"Lead Data Analyst/Data Architect","Anywhere","Full-time","55500.0","2023-11-20","Get It Recruit - Information Technology"
837423,"CCBHC Data Analyst (Grant Funded Position)","Anywhere","Full-time","55000.0","2023-01-17","State of Georgia"
562116,"Environmental Data Analyst","Anywhere","Full-time","55000.0","2023-01-13","JARBO Employment Group"
486466,"Data Analyst - US Healthcare (REMOTE)","Anywhere","Full-time","54540.0","2023-05-08","WALGREENS"
198826,"Statistical Data Analyst (Buyer Engagement Strategist)","Anywhere","Full-time","53000.0","2023-08-21","University of South Florida"
1203514,"Data Analyst (Remote)","Anywhere","Full-time","52500.0","2023-01-14","Acosta, Inc."
902110,"Junior Data Analyst","Anywhere","Full-time","52500.0","2023-02-24","Phoenix Capital Group Holdings LLC"
667237,"E-Commerce Digital Analyst","Anywhere","Full-time","52500.0","2023-04-11","Fitsoftware OU"
74841,"Data Quality Analyst","Anywhere","Full-time","52500.0","2023-10-04","Get It Recruit - Information Technology"
862094,"Data Analyst","Anywhere","Full-time","52500.0","2023-05-12","Kaye/Bassman International"
1049427,"Data Analyst","Anywhere","Full-time","52000.0","2023-01-18","Spark451 Inc."
642310,"OPEN RANK: Qualitative Research Data Analyst or Senior Research...","Anywhere","Full-time","51500.0","2023-12-18","University of Maryland, Baltimore"
1073885,"Sr. Data Analyst","Anywhere","Full-time","51059.0","2023-01-23","Jacksonville"
44448,"Data Quality Analyst","Anywhere","Full-time","51000.0","2023-11-27","Get It Recruit - Information Technology"
1086455,"Data Analysis & Reporting Specialist","Anywhere","Full-time","50500.0","2023-12-14","Get It Recruit - Information Technology"
522407,"Data Analysis & Reporting Specialist","Anywhere","Full-time","50000.0","2023-10-29","Get It Recruit - Information Technology"
269335,"Data Analyst I - Healthcare Analytics","Anywhere","Full-time","50000.0","2023-05-30","Get It Recruit - Information Technology"
1278164,"Data Analyst","Anywhere","Full-time","50000.0","2023-12-16","Get It Recruit - Transportation"
1672776,"Data Entry Analyst","Anywhere","Full-time","50000.0","2023-09-21","Get It Recruit - Administrative"
587906,"Data Analyst","Anywhere","Full-time and Contractor","50000.0","2023-11-11","Makana Technologies"
1605573,"Clinical Data Analyst (Entry to Mid Level)","Anywhere","Full-time","48500.0","2023-08-24","Allied Technologies & Consulting"
1262617,"Financial Data Analyst","Anywhere","Full-time","47500.0","2023-10-10","Ali Awad Law, P.C."
42319,"Data Analyst","Anywhere","Full-time","47500.0","2023-01-25","Insight Global"
229128,"Data Analyst / Engineer","Anywhere","Contractor","47500.0","2023-01-19","Men's Health Clinic (MHC)"
1619146,"Data Analyst","Anywhere","Full-time","46500.0","2023-11-05","Get It Recruit - Administrative"
473213,"Data Analyst-Operations","Anywhere","Full-time","42500.0","2023-02-28","U.S. Wire and Cable Company/ Flexon Industries"
512966,"Ecommerce Business Analyst/Data Analyst with Good exp with SQL","Anywhere","Contractor","41000.0","2023-02-15","BayOne Solutions"
663127,"Data Quality Analyst (Fraud Prevention)","Anywhere","Full-time","40000.0","2023-10-26","owl.co"
994565,"Remote Data Analyst","Anywhere","Full-time","39000.0","2023-04-28","Get It Recruit - Administrative"
1349849,"Financial Data Analyst","Anywhere","Full-time","36000.0","2023-06-08","Get It Recruit - Information Technology"
1178688,"Data Analyst","Anywhere","Contractor","35000.0","2023-06-20","Jobmatchingpartner Ltd"
216489,"Research Scientist","Anywhere","Full-time","25000.0","2023-07-18","ED-Energy Storage & Distributed R"
